area,year,mx_mean,population_density,CT.x,CT.y,CSDNAME,Aboriginal,SocScore,MatScore,msd,CT,income,education,densitygroup,incomegroup,msdgroup,edugroup
6,2009,8.21E-05,3651.086928,4.01,4.01,Vancouver,0.011738734,513.2100302,513.1462221,0.053580072,4.01,59459,0.49876853,3,3,5,5
6,2005,9.22E-05,3480.436364,4.01,4.01,Vancouver,0.010559291,732.1902152,732.1216094,0.076485527,4.01,57994,0.425982634,3,3,5,4
6,1995,0.000183965,3421.064567,4.01,4.01,Vancouver,0.012978819,67.07755695,67.04661099,0.006915564,4.01,19534,0.320914554,3,1,4,3
6,2016,5.36E-05,3859.489051,4.01,4.01,Vancouver,0.007320644,446.979937,446.9656516,0.04665488,4.01,64546,0.491582492,3,3,5,5
6,1994,0.000178132,3387.798425,4.01,4.01,Vancouver,0.011711,59.61290037,59.58926388,0.00613513,4.01,19445,0.323389843,3,1,4,3
6,1999,0.000144828,3409.950465,4.01,4.01,Vancouver,0.011458655,534.0333113,533.9777504,0.055758655,4.01,35069,0.311013398,3,1,5,2
6,1992,0.000200104,3321.266142,4.01,4.01,Vancouver,0.009175362,44.68358722,44.67456967,0.004574263,4.01,19268,0.328340421,3,1,4,3
6,2001,0.000110008,3380.363636,4.01,4.01,Vancouver,0.014396456,299.508237,299.4335995,0.031225929,4.01,45366,0.30606282,3,2,5,2
6,2000,0.000112479,3395.157051,4.01,4.01,Vancouver,0.010529328,687.1970105,687.1356811,0.07177954,4.01,40218,0.308538109,3,2,5,2
6,1996,0.00019222,3454.330709,4.01,4.01,Vancouver,0.014246638,74.54221352,74.5039581,0.007695997,4.01,19622,0.318439265,3,1,4,3
6,1990,0.000194879,3288,4.01,4.01,Vancouver,0.007907543,37.21893064,37.21722257,0.003793829,4.01,19179,0.33081571,3,1,4,3
6,2010,7.85E-05,3699.631055,4.01,4.01,Vancouver,0.012451646,404.1598037,404.0970921,0.042173287,4.01,58895,0.513037178,3,3,5,5
6,2004,9.88E-05,3455.418182,4.01,4.01,Vancouver,0.011518583,624.0197207,623.949607,0.065170627,4.01,54837,0.39600268,3,2,5,4
6,2003,9.82E-05,3430.4,4.01,4.01,Vancouver,0.012477874,515.8492261,515.7776045,0.053855728,4.01,51680,0.366022727,3,2,5,3
6,1991,0.000204647,3288,4.01,4.01,Vancouver,0.007907543,37.21893064,37.21722257,0.003793829,4.01,19179,0.33081571,3,1,4,3
